Sample,,,,,,,,S1P d16:1 [M>113] Method,,,,S1P d16:1 [M>113] Results,,,,S1P d16:1 [M>60] Method,,,,S1P d16:1 [M>60] Results,,,,S1P d17:1 [M>113] Method,,,,S1P d17:1 [M>113] Results,,,,S1P d17:1 [M>60] Method,,,,S1P d17:1 [M>60] Results,,,,S1P d18:0 [M>113] Method,,,,S1P d18:0 [M>113] Results,,,,S1P d18:0 [M>60] Method,,,,S1P d18:0 [M>60] Results,,,,S1P d18:1 [M>113] Method,,,,S1P d18:1 [M>113] Results,,,,S1P d18:1 [M>60] Method,,,,S1P d18:1 [M>60] Results,,,,S1P d18:1 13C2D2 (ISTD) [M>113] Method,,,,S1P d18:1 13C2D2 (ISTD) [M>113] Results,,,,S1P d18:1 13C2D2 (ISTD) [M>60] Method,,,,S1P d18:1 13C2D2 (ISTD) [M>60] Results,,,,S1P d18:2 [M>113] Method,,,,S1P d18:2 [M>113] Results,,,,S1P d18:2 [M>60] Method,,,,S1P d18:2 [M>60] Results,,,,S1P d19:1 [M>113] Method,,,,S1P d19:1 [M>113] Results,,,,S1P d19:1 [M>60] Method,,,,S1P d19:1 [M>60] Results,,,,S1P d20:1 [M>113] Method,,,,S1P d20:1 [M>113] Results,,,,S1P d20:1 [M>60] Method,,,,S1P d20:1 [M>60] Results,,,
,Quantitation Message,Data File,Name,Type,Level,Acq. Date-Time,Pos.,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI
,158_EQC_TQC_B prerun04.d,158_EQC_TQC_B prerun04,Sample,,4/20/2018 20:42,Vial 2,Positive,408.3,113,29,3.463,2223,0.056,FALSE,Positive,408.3,60.1,29,3.463,8863,0.055,FALSE,Positive,422.3,113,29,3.437,1367,0.063,FALSE,Positive,422.3,60.1,29,3.429,5022,0.057,FALSE,Positive,438.3,113,29,3.376,7556,0.059,FALSE,Positive,438.3,60.1,29,3.384,12185,0.06,FALSE,Positive,436.3,113,29,3.402,21209,0.056,FALSE,Positive,436.3,60.1,29,3.402,86885,0.055,FALSE,Positive,440.3,113,29,3.4,10475,0.056,FALSE,Positive,440.3,60.1,29,3.4,45607,0.056,FALSE,Positive,434.3,113,29,3.436,4307,0.057,FALSE,Positive,434.3,60.1,29,3.436,15766,0.056,FALSE,Positive,450.4,113,29,,,,FALSE,Positive,450.4,60.1,29,3.357,2979,0.067,FALSE,Positive,464.4,113,29,3.348,676,0.052,FALSE,Positive,464.4,60.1,29,3.34,574,0.116,FALSE,
,S1P d20:1 [M>113]: Integrator did not find any peaks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,159_EQC_TQC_B prerun05.d,159_EQC_TQC_B prerun05,Sample,,4/20/2018 20:52,Vial 2,Positive,408.3,113,29,3.463,2862,0.057,FALSE,Positive,408.3,60.1,29,3.463,8911,0.055,FALSE,Positive,422.3,113,29,3.429,1473,0.061,FALSE,Positive,422.3,60.1,29,3.429,4517,0.056,FALSE,Positive,438.3,113,29,3.376,7056,0.06,FALSE,Positive,438.3,60.1,29,3.384,11772,0.06,FALSE,Positive,436.3,113,29,3.402,21766,0.056,FALSE,Positive,436.3,60.1,29,3.402,90565,0.055,FALSE,Positive,440.3,113,29,3.4,11083,0.057,FALSE,Positive,440.3,60.1,29,3.4,46289,0.055,FALSE,Positive,434.3,113,29,3.436,4078,0.059,FALSE,Positive,434.3,60.1,29,3.428,17206,0.056,FALSE,Positive,450.4,113,29,3.366,593,0.117,FALSE,Positive,450.4,60.1,29,3.357,3049,0.068,FALSE,Positive,464.4,113,29,,,,FALSE,Positive,464.4,60.1,29,3.34,615,0.069,FALSE,
,,160_LTR_LTR03.d,160_LTR_LTR03,Sample,,4/20/2018 21:02,P1-C6,Positive,408.3,113,29,3.463,3184,0.056,FALSE,Positive,408.3,60.1,29,3.463,12692,0.055,FALSE,Positive,422.3,113,29,3.429,779,0.149,FALSE,Positive,422.3,60.1,29,3.429,2805,0.057,FALSE,Positive,438.3,113,29,3.376,6439,0.056,FALSE,Positive,438.3,60.1,29,3.384,11619,0.058,FALSE,Positive,436.3,113,29,3.402,22579,0.056,FALSE,Positive,436.3,60.1,29,3.402,99550,0.055,FALSE,Positive,440.3,113,29,3.4,13703,0.056,FALSE,Positive,440.3,60.1,29,3.4,64713,0.055,FALSE,Positive,434.3,113,29,3.436,7940,0.056,FALSE,Positive,434.3,60.1,29,3.428,35296,0.056,FALSE,Positive,450.4,113,29,3.374,364,0.095,FALSE,Positive,450.4,60.1,29,3.374,1921,0.059,FALSE,Positive,464.4,113,29,3.265,89,0.052,FALSE,Positive,464.4,60.1,29,3.348,204,0.057,FALSE
,,161_NIST_NIST03.d,161_NIST_NIST03,Sample,,4/20/2018 21:13,P1-C7,Positive,408.3,113,29,3.471,2920,0.057,FALSE,Positive,408.3,60.1,29,3.463,9919,0.055,FALSE,Positive,422.3,113,29,3.437,717,0.065,TRUE,Positive,422.3,60.1,29,3.429,2331,0.056,FALSE,Positive,438.3,113,29,3.376,6872,0.058,FALSE,Positive,438.3,60.1,29,3.384,12164,0.058,FALSE,Positive,436.3,113,29,3.402,18666,0.055,FALSE,Positive,436.3,60.1,29,3.402,74229,0.056,FALSE,Positive,440.3,113,29,3.408,11165,0.053,FALSE,Positive,440.3,60.1,29,3.4,47625,0.056,FALSE,Positive,434.3,113,29,3.436,5810,0.055,FALSE,Positive,434.3,60.1,29,3.436,22428,0.056,FALSE,Positive,450.4,113,29,3.382,524,0.048,FALSE,Positive,450.4,60.1,29,3.374,1804,0.058,FALSE,Positive,464.4,113,29,3.273,233,0.078,FALSE,Positive,464.4,60.1,29,3.348,226,0.047,TRUE
,S1P d19:1 [M>113]: The retention times of all integrated peak groups lie outside the compound's identification time range.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,162_TQC_TQC_B 01.d,162_TQC_TQC_B 01,Sample,,4/20/2018 21:23,P2-B1,Positive,408.3,113,29,3.463,2260,0.056,FALSE,Positive,408.3,60.1,29,3.463,8181,0.055,FALSE,Positive,422.3,113,29,3.437,1449,0.061,FALSE,Positive,422.3,60.1,29,3.429,4586,0.056,FALSE,Positive,438.3,113,29,3.384,7213,0.059,FALSE,Positive,438.3,60.1,29,3.384,11542,0.06,FALSE,Positive,436.3,113,29,3.402,21506,0.055,FALSE,Positive,436.3,60.1,29,3.402,81692,0.056,FALSE,Positive,440.3,113,29,3.408,10406,0.057,FALSE,Positive,440.3,60.1,29,3.4,43450,0.056,FALSE,Positive,434.3,113,29,3.436,3929,0.057,FALSE,Positive,434.3,60.1,29,3.436,16030,0.056,FALSE,Positive,450.4,113,29,,,,FALSE,Positive,450.4,60.1,29,3.357,3049,0.067,FALSE,Positive,464.4,113,29,3.348,263,0.124,FALSE,Positive,464.4,60.1,29,3.34,610,0.07,TRUE,
,,163_TQC_TQC_B 02.d,163_TQC_TQC_B 02,Sample,,4/20/2018 21:33,P2-B1,Positive,408.3,113,29,3.463,2151,0.057,FALSE,Positive,408.3,60.1,29,3.463,8189,0.055,FALSE,Positive,422.3,113,29,3.429,1961,0.064,FALSE,Positive,422.3,60.1,29,3.429,4265,0.056,FALSE,Positive,438.3,113,29,3.376,6497,0.059,FALSE,Positive,438.3,60.1,29,3.384,11113,0.061,FALSE,Positive,436.3,113,29,3.402,20440,0.055,FALSE,Positive,436.3,60.1,29,3.402,81095,0.056,FALSE,Positive,440.3,113,29,3.4,10749,0.057,FALSE,Positive,440.3,60.1,29,3.4,42490,0.056,FALSE,Positive,434.3,113,29,3.436,3751,0.057,FALSE,Positive,434.3,60.1,29,3.436,15665,0.056,FALSE,Positive,450.4,113,29,3.266,133,0.086,FALSE,Positive,450.4,60.1,29,3.357,3000,0.066,FALSE,Positive,464.4,113,29,3.249,95,0.053,FALSE,Positive,464.4,60.1,29,3.331,560,0.06,FALSE
,,164_BQC_PQC_B 01.d,164_BQC_PQC_B 01,Sample,,4/20/2018 21:43,P1-C8,Positive,408.3,113,29,3.463,2392,0.056,FALSE,Positive,408.3,60.1,29,3.463,8111,0.055,FALSE,Positive,422.3,113,29,3.437,1351,0.062,FALSE,Positive,422.3,60.1,29,3.429,4542,0.057,FALSE,Positive,438.3,113,29,3.384,7288,0.06,FALSE,Positive,438.3,60.1,29,3.384,11667,0.059,FALSE,Positive,436.3,113,29,3.402,21585,0.056,FALSE,Positive,436.3,60.1,29,3.402,87421,0.056,FALSE,Positive,440.3,113,29,3.4,11073,0.058,FALSE,Positive,440.3,60.1,29,3.4,47589,0.056,FALSE,Positive,434.3,113,29,3.436,4569,0.057,FALSE,Positive,434.3,60.1,29,3.436,17369,0.056,FALSE,Positive,450.4,113,29,3.266,77,0.056,FALSE,Positive,450.4,60.1,29,3.357,3017,0.067,FALSE,Positive,464.4,113,29,3.265,127,0.064,FALSE,Positive,464.4,60.1,29,3.34,475,0.116,FALSE
,,165_BQC_PQC_B 02.d,165_BQC_PQC_B 02,Sample,,4/20/2018 21:54,P1-C9,Positive,408.3,113,29,3.463,2277,0.057,FALSE,Positive,408.3,60.1,29,3.463,7851,0.055,FALSE,Positive,422.3,113,29,3.437,1870,0.062,FALSE,Positive,422.3,60.1,29,3.429,4786,0.057,FALSE,Positive,438.3,113,29,3.376,6939,0.059,FALSE,Positive,438.3,60.1,29,3.384,11083,0.061,FALSE,Positive,436.3,113,29,3.402,21482,0.056,FALSE,Positive,436.3,60.1,29,3.402,87215,0.056,FALSE,Positive,440.3,113,29,3.4,11365,0.055,FALSE,Positive,440.3,60.1,29,3.4,46963,0.055,FALSE,Positive,434.3,113,29,3.436,4150,0.059,FALSE,Positive,434.3,60.1,29,3.436,16385,0.056,FALSE,Positive,450.4,113,29,3.291,83,0.059,FALSE,Positive,450.4,60.1,29,3.357,2786,0.067,FALSE,Positive,464.4,113,29,3.34,479,0.078,FALSE,Positive,464.4,60.1,29,3.34,550,0.071,FALSE
,,166_SPL_S110_4816.d,166_SPL_S110_4816,Sample,,4/20/2018 22:04,P1-D1,Positive,408.3,113,29,3.463,920,0.058,FALSE,Positive,408.3,60.1,29,3.463,3475,0.055,FALSE,Positive,422.3,113,29,3.429,894,0.07,TRUE,Positive,422.3,60.1,29,3.437,1853,0.057,TRUE,Positive,438.3,113,29,3.376,2734,0.065,FALSE,Positive,438.3,60.1,29,3.384,4534,0.062,FALSE,Positive,436.3,113,29,3.402,10663,0.057,FALSE,Positive,436.3,60.1,29,3.402,46652,0.055,FALSE,Positive,440.3,113,29,3.4,10287,0.057,FALSE,Positive,440.3,60.1,29,3.4,42261,0.056,FALSE,Positive,434.3,113,29,3.436,3553,0.057,FALSE,Positive,434.3,60.1,29,3.436,14105,0.056,FALSE,Positive,450.4,113,29,3.274,228,0.087,FALSE,Positive,450.4,60.1,29,3.366,821,0.052,FALSE,Positive,464.4,113,29,3.323,200,0.073,FALSE,Positive,464.4,60.1,29,3.348,190,0.107,TRUE
,S1P d19:1 [M>113]: The retention times of all integrated peak groups lie outside the compound's identification time range.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,167_SPL_S111_4824.d,167_SPL_S111_4824,Sample,,4/20/2018 22:14,P1-D2,Positive,408.3,113,29,3.463,1025,0.057,FALSE,Positive,408.3,60.1,29,3.463,3410,0.055,FALSE,Positive,422.3,113,29,3.437,868,0.067,TRUE,Positive,422.3,60.1,29,3.429,1826,0.058,TRUE,Positive,438.3,113,29,3.376,2945,0.061,FALSE,Positive,438.3,60.1,29,3.384,4956,0.061,FALSE,Positive,436.3,113,29,3.402,10118,0.056,FALSE,Positive,436.3,60.1,29,3.402,43885,0.055,FALSE,Positive,440.3,113,29,3.4,10449,0.056,FALSE,Positive,440.3,60.1,29,3.4,46194,0.055,FALSE,Positive,434.3,113,29,3.436,3227,0.058,FALSE,Positive,434.3,60.1,29,3.428,12800,0.056,FALSE,Positive,450.4,113,29,,,,FALSE,Positive,450.4,60.1,29,3.366,747,0.061,FALSE,Positive,464.4,113,29,3.273,106,0.064,FALSE,Positive,464.4,60.1,29,3.34,137,0.072,TRUE,
,,168_SPL_S112_5077.d,168_SPL_S112_5077,Sample,,4/20/2018 22:24,P1-D3,Positive,408.3,113,29,3.463,894,0.059,FALSE,Positive,408.3,60.1,29,3.463,3013,0.056,FALSE,Positive,422.3,113,29,3.429,803,0.062,FALSE,Positive,422.3,60.1,29,3.429,1998,0.057,FALSE,Positive,438.3,113,29,3.376,2596,0.062,FALSE,Positive,438.3,60.1,29,3.384,3814,0.061,FALSE,Positive,436.3,113,29,3.402,8508,0.056,FALSE,Positive,436.3,60.1,29,3.402,34138,0.055,FALSE,Positive,440.3,113,29,3.4,10311,0.055,FALSE,Positive,440.3,60.1,29,3.4,44786,0.056,FALSE,Positive,434.3,113,29,3.436,2929,0.057,FALSE,Positive,434.3,60.1,29,3.436,10768,0.057,FALSE,Positive,450.4,113,29,3.374,526,0.048,FALSE,Positive,450.4,60.1,29,3.374,732,0.065,FALSE,Positive,464.4,113,29,3.282,136,0.057,FALSE,Positive,464.4,60.1,29,3.331,131,0.061,FALSE
,S1P d17:1 [M>113]: The retention times of all integrated peak groups lie outside the compound's identification time range.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,169_SPL_S113_5088.d,169_SPL_S113_5088,Sample,,4/20/2018 22:35,P1-D4,Positive,408.3,113,29,3.463,1315,0.058,FALSE,Positive,408.3,60.1,29,3.463,3859,0.055,FALSE,Positive,422.3,113,29,,,,FALSE,Positive,422.3,60.1,29,3.429,2504,0.057,FALSE,Positive,438.3,113,29,3.384,3737,0.064,FALSE,Positive,438.3,60.1,29,3.384,6561,0.062,FALSE,Positive,436.3,113,29,3.402,12797,0.056,FALSE,Positive,436.3,60.1,29,3.402,55746,0.055,FALSE,Positive,440.3,113,29,3.4,10193,0.057,FALSE,Positive,440.3,60.1,29,3.4,44007,0.056,FALSE,Positive,434.3,113,29,3.436,4795,0.057,FALSE,Positive,434.3,60.1,29,3.436,18014,0.057,FALSE,Positive,450.4,113,29,3.266,121,0.058,FALSE,Positive,450.4,60.1,29,3.366,1209,0.062,FALSE,Positive,464.4,113,29,3.257,126,0.059,FALSE,Positive,464.4,60.1,29,3.24,32,0.045,FALSE,
,,170_SPL_S114_6663.d,170_SPL_S114_6663,Sample,,4/20/2018 22:45,P1-D5,Positive,408.3,113,29,3.463,2368,0.056,FALSE,Positive,408.3,60.1,29,3.463,8540,0.055,FALSE,Positive,422.3,113,29,3.429,1468,0.063,FALSE,Positive,422.3,60.1,29,3.429,4752,0.057,FALSE,Positive,438.3,113,29,3.384,6808,0.059,FALSE,Positive,438.3,60.1,29,3.384,12604,0.06,FALSE,Positive,436.3,113,29,3.402,21675,0.055,FALSE,Positive,436.3,60.1,29,3.402,95066,0.055,FALSE,Positive,440.3,113,29,3.4,11135,0.055,FALSE,Positive,440.3,60.1,29,3.4,46833,0.056,FALSE,Positive,434.3,113,29,3.436,4480,0.057,FALSE,Positive,434.3,60.1,29,3.436,16879,0.056,FALSE,Positive,450.4,113,29,3.274,108,0.059,FALSE,Positive,450.4,60.1,29,3.366,3034,0.066,FALSE,Positive,464.4,113,29,3.348,390,0.102,FALSE,Positive,464.4,60.1,29,3.34,702,0.087,FALSE
,,171_SPL_S115_6667.d,171_SPL_S115_6667,Sample,,4/20/2018 22:55,P1-D6,Positive,408.3,113,29,3.463,1231,0.058,FALSE,Positive,408.3,60.1,29,3.463,4417,0.055,FALSE,Positive,422.3,113,29,3.371,160,0.046,FALSE,Positive,422.3,60.1,29,3.437,2226,0.058,FALSE,Positive,438.3,113,29,3.384,2741,0.061,FALSE,Positive,438.3,60.1,29,3.384,5313,0.063,FALSE,Positive,436.3,113,29,3.402,12919,0.056,FALSE,Positive,436.3,60.1,29,3.402,50028,0.056,FALSE,Positive,440.3,113,29,3.408,9899,0.057,FALSE,Positive,440.3,60.1,29,3.4,41581,0.056,FALSE,Positive,434.3,113,29,3.436,4699,0.058,FALSE,Positive,434.3,60.1,29,3.436,20053,0.056,FALSE,Positive,450.4,113,29,3.341,80,0.035,FALSE,Positive,450.4,60.1,29,3.374,1129,0.063,FALSE,Positive,464.4,113,29,3.257,97,0.058,FALSE,Positive,464.4,60.1,29,3.34,180,0.108,FALSE
,S1P d19:1 [M>113]: The retention times of all integrated peak groups lie outside the compound's identification time range.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1P d20:1 [M>60]: The retention times of all integrated peak groups lie outside the compound's identification time range.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,172_BQC_PQC_B 03.d,172_BQC_PQC_B 03,Sample,,4/20/2018 23:05,P1-D7,Positive,408.3,113,29,3.463,1313,0.057,FALSE,Positive,408.3,60.1,29,3.463,4652,0.055,FALSE,Positive,422.3,113,29,3.437,895,0.065,FALSE,Positive,422.3,60.1,29,3.429,3143,0.058,FALSE,Positive,438.3,113,29,3.384,2570,0.065,FALSE,Positive,438.3,60.1,29,3.384,4081,0.063,FALSE,Positive,436.3,113,29,3.402,9387,0.057,FALSE,Positive,436.3,60.1,29,3.402,38567,0.056,FALSE,Positive,440.3,113,29,3.4,9957,0.056,FALSE,Positive,440.3,60.1,29,3.4,47253,0.056,FALSE,Positive,434.3,113,29,3.436,3586,0.057,FALSE,Positive,434.3,60.1,29,3.436,13396,0.056,FALSE,Positive,450.4,113,29,,,,FALSE,Positive,450.4,60.1,29,3.366,878,0.062,FALSE,Positive,464.4,113,29,3.282,138,0.068,FALSE,Positive,464.4,60.1,29,,,,FALSE,
,S1P d19:1 [M>113]: The retention times of all integrated peak groups lie outside the compound's identification time range.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,173_SPL_S116_6694.d,173_SPL_S116_6694,Sample,,4/20/2018 23:16,P1-D8,Positive,408.3,113,29,3.463,1274,0.058,FALSE,Positive,408.3,60.1,29,3.463,4079,0.055,FALSE,Positive,422.3,113,29,3.362,63,0.027,FALSE,Positive,422.3,60.1,29,3.429,2185,0.056,FALSE,Positive,438.3,113,29,3.376,3140,0.062,FALSE,Positive,438.3,60.1,29,3.384,4368,0.061,FALSE,Positive,436.3,113,29,3.402,9401,0.055,FALSE,Positive,436.3,60.1,29,3.402,38914,0.056,FALSE,Positive,440.3,113,29,3.4,10570,0.057,FALSE,Positive,440.3,60.1,29,3.4,46844,0.055,FALSE,Positive,434.3,113,29,3.436,4128,0.057,FALSE,Positive,434.3,60.1,29,3.436,16734,0.056,FALSE,Positive,450.4,113,29,,,,FALSE,Positive,450.4,60.1,29,3.366,630,0.055,FALSE,Positive,464.4,113,29,3.282,59,0.06,FALSE,Positive,464.4,60.1,29,3.331,260,0.124,FALSE,
,S1P d17:1 [M>113]: Integrator did not find any peaks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174_SPL_S117_6695.d,174_SPL_S117_6695,Sample,,4/20/2018 23:26,P1-D9,Positive,408.3,113,29,3.463,996,0.062,FALSE,Positive,408.3,60.1,29,3.463,3334,0.055,FALSE,Positive,422.3,113,29,,,,FALSE,Positive,422.3,60.1,29,3.429,2773,0.057,FALSE,Positive,438.3,113,29,3.384,3409,0.062,FALSE,Positive,438.3,60.1,29,3.384,5349,0.061,FALSE,Positive,436.3,113,29,3.402,13705,0.056,FALSE,Positive,436.3,60.1,29,3.402,57046,0.056,FALSE,Positive,440.3,113,29,3.4,10398,0.057,FALSE,Positive,440.3,60.1,29,3.4,44228,0.055,FALSE,Positive,434.3,113,29,3.436,3958,0.057,FALSE,Positive,434.3,60.1,29,3.436,15026,0.056,FALSE,Positive,450.4,113,29,3.274,298,0.08,FALSE,Positive,450.4,60.1,29,3.366,1130,0.058,FALSE,Positive,464.4,113,29,3.365,151,0.06,FALSE,Positive,464.4,60.1,29,3.348,233,0.124,FALSE,
,S1P d17:1 [M>113]: The retention times of all integrated peak groups lie outside the compound's identification time range.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1P d20:1 [M>113]: Integrator did not find any peaks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,175_SPL_S118_6734.d,175_SPL_S118_6734,Sample,,4/20/2018 23:36,P1-E1,Positive,408.3,113,29,3.463,770,0.06,FALSE,Positive,408.3,60.1,29,3.463,2505,0.056,FALSE,Positive,422.3,113,29,,,,FALSE,Positive,422.3,60.1,29,3.429,2490,0.057,FALSE,Positive,438.3,113,29,3.384,2738,0.065,FALSE,Positive,438.3,60.1,29,3.384,4135,0.064,FALSE,Positive,436.3,113,29,3.402,9947,0.057,FALSE,Positive,436.3,60.1,29,3.402,39157,0.056,FALSE,Positive,440.3,113,29,3.4,9133,0.056,FALSE,Positive,440.3,60.1,29,3.4,41037,0.055,FALSE,Positive,434.3,113,29,3.436,4087,0.058,FALSE,Positive,434.3,60.1,29,3.436,15849,0.056,FALSE,Positive,450.4,113,29,3.266,139,0.064,FALSE,Positive,450.4,60.1,29,3.374,793,0.061,FALSE,Positive,464.4,113,29,,,,FALSE,Positive,464.4,60.1,29,3.24,36,0.055,FALSE,
,S1P d17:1 [M>113]: The retention times of all integrated peak groups lie outside the compound's identification time range.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1P d19:1 [M>113]: The retention times of all integrated peak groups lie outside the compound's identification time range.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176_SPL_S119_6738.d,176_SPL_S119_6738,Sample,,4/20/2018 23:46,P1-E2,Positive,408.3,113,29,3.463,1251,0.061,FALSE,Positive,408.3,60.1,29,3.463,4272,0.055,FALSE,Positive,422.3,113,29,,,,FALSE,Positive,422.3,60.1,29,3.429,2440,0.056,FALSE,Positive,438.3,113,29,3.376,3497,0.062,FALSE,Positive,438.3,60.1,29,3.384,4821,0.062,FALSE,Positive,436.3,113,29,3.402,12547,0.056,FALSE,Positive,436.3,60.1,29,3.402,48850,0.056,FALSE,Positive,440.3,113,29,3.4,9733,0.057,FALSE,Positive,440.3,60.1,29,3.4,43267,0.056,FALSE,Positive,434.3,113,29,3.436,4734,0.058,FALSE,Positive,434.3,60.1,29,3.436,20061,0.056,FALSE,Positive,450.4,113,29,,,,FALSE,Positive,450.4,60.1,29,3.366,960,0.059,FALSE,Positive,464.4,113,29,3.257,190,0.071,FALSE,Positive,464.4,60.1,29,3.34,231,0.115,FALSE,
,,177_SPL_S120_F1.d,177_SPL_S120_F1,Sample,,4/20/2018 23:57,P1-E3,Positive,408.3,113,29,3.463,3497,0.057,FALSE,Positive,408.3,60.1,29,3.463,13405,0.055,FALSE,Positive,422.3,113,29,3.437,1726,0.059,FALSE,Positive,422.3,60.1,29,3.429,6863,0.056,FALSE,Positive,438.3,113,29,3.376,11137,0.058,FALSE,Positive,438.3,60.1,29,3.384,20236,0.058,FALSE,Positive,436.3,113,29,3.402,33190,0.055,FALSE,Positive,436.3,60.1,29,3.402,139267,0.055,FALSE,Positive,440.3,113,29,3.4,9546,0.056,FALSE,Positive,440.3,60.1,29,3.4,43132,0.056,FALSE,Positive,434.3,113,29,3.436,5225,0.057,FALSE,Positive,434.3,60.1,29,3.436,21456,0.056,FALSE,Positive,450.4,113,29,3.299,100,0.05,FALSE,Positive,450.4,60.1,29,3.366,3802,0.059,FALSE,Positive,464.4,113,29,3.34,529,0.036,FALSE,Positive,464.4,60.1,29,3.348,994,0.056,FALSE
,S1P d19:1 [M>113]: Integrator did not find any peaks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1P d20:1 [M>113]: Integrator did not find any peaks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
